n_gram,pop_raw,rock_raw,country_raw,alternative_raw,punk_raw,metal_raw,rap_raw,soul_raw,jazz_raw,reggae_raw,electronic_raw,other_raw,counts_completed
"D7,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb9,Gmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmaj9,Daugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Bbaugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbaugmaj9,Ebmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Edim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim9,Bmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edim9,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmaj7,Esus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbno3d,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F,Csminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Fsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin,Badd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj7,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd11,Csus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaug,Csmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmin11,Cadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd11,Dsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd11,Bbmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd11,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gadd13,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbadd9,Asus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj911s,Gmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Ds7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin9,Ds7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Gsmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin9,Ds7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ds7,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,Eaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj7,Amin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebadd13,Csmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ds7,Fmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin,Bb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,A7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbmaj9,Dbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7b9,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Ebmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd9,Fadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj7,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7sus2,Bsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,Gsmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Fsadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin7,Abadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd11,Csdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsaugmaj7,Gsadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"D11,E13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmajs9,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csminmaj7,Cs7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd11,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd13,Asus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Bmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Amaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmaj7,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Dmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaug,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmaj7,Edimb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edimb9,Ebmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edimb9,Dmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminadd9,Fmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csminadd13,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Bb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,F7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbmaj9,Gbminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Ebmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Fmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Fminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj9,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj9,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd9,Bmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd11,Fmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abdim,Gminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gminadd11,Cmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj9,Dminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminmaj7,Dmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7sus4,Dno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd11,Fsno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"F,Caugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caugmaj9,F",0,0,0,0,0,0,0,0,0,0,0,0,False
"F,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cno3d,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin7,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E9,Bbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7,Fmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminmaj7,F",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin11,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7,Bbmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7,Fsmaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmaj11,Cs7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csaugmaj7,Gsmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ds7sus2,Csmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bsus2,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bno3d,E11",0,0,0,0,0,0,0,0,0,0,0,0,False
"E11,Bno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Gmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Gsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7,Fs7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gaugmaj7,Fmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Cs13",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7,Aminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminadd13,Dmaj7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs,Fsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7,Fsaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"F9,Bmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj7,Cmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmajs911s,Fsmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,A13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin7,Bsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cno3d,Abmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Edim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,D",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmin,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj9,Cs7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,Fsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin7,Eb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb7b9,Eb7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb7b9,Ebmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Eb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim7,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs7sus4,Gsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Badd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7b9,C7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb11,C13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin9,Fsmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,C9",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,G7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs,B7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eminadd9,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin,Bbmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,Db11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,Fmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim,Amaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmaj7,Gsaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Eadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbno3d,Faugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Badd11,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs11,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin9,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,B11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminadd13,Eaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaug,Bbminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmaj7,Fsno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Bbmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj7,Emaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsminadd13,Aadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbmin,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebmaj7,Dmaj7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb,Fs11",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus2,Fmaj13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,Ddim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Bmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"G11,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Badd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A11,C7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs13,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs9,Csmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim,Bmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmaj9,Bdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs13,Bdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsminmaj7,Bbminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbminmaj7,Eminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsno3d,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus4,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"C13,Cmaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmin7,Bb7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7b9,Eb",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmajs911s,Bbmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd9,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd9,Eno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7sus4,Adim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebsus2,Gadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin,Cmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsdim,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Bbno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim,B7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"B7sus4,Abdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus4,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"E9,Asdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,Dsmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmajs9,Gsmin13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmin13,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsmajs9,Fmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj9,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,Gaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Fssus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd13,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,Dminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin,D13",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7,Bsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin11,Csdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Caug,Csus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,G11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bno3d,D7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd11,Ebmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Edim",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13,Bbdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin13,Gsmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"E7sus4,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Bdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb9,Edimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edimadd13,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bbdim,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A11,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,E7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A9,D11",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Ddim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Daug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ddim,Eb9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb9,Ebaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abadd13,Caug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db9,Ddim",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmajs9,Dmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"As13,Csdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim7,E7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmajs911s,Cdimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdimadd13,Emin",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13,Cmin",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Cmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin11,Fs13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fs13b,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ds7,G13",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7,G13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13b,Bdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bdim7,D7b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmajs9,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Cdimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdimadd13,B7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bmin11,Asmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Asmajs911s,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7sus4,G13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs7,Cmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csdim7,Fs13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Adim7,Bbmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminadd9,A7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminmaj7,Cno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd11,Gadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj11,Dadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd9,Amaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"E,Amaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dadd9,Dsdim",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7b9,Bmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin11,Fadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dminadd11,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,Bmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin,Fsaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"G13b,Fmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,Aadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C,Edimadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Edimadd13,C",0,0,0,0,0,0,0,0,0,0,0,0,False
"G,Csminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csminmaj7,G",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gaug,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebadd9,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eb13,Fmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin,Amin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim,Gmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmaj9,Bbaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"D,Gdim9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gdim9,A",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj9,Amin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin11,Dmin11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Esus4,C13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ano3d,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cadd9,Bminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd11,Ano3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmin7,Gsmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fminmaj7,C7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin7,Eaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eaug,Fminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cdim,C7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"B,Dmin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,Dminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fadd9,Cs7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D9,Fminadd13",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmajs9,D7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aminmaj7,Emin9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsus2,Fmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Eno3d,F7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7sus4,Gno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus2,Eminadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus2,Gsus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmajs911s,D7sus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin7,Gs13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gs13b,Gsmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gsmajs911s,A7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Ebaug,Cadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cno3d,Csaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csaug,Dno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7,Cmaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj11,Amin",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj11,Cmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj11,Dmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"C7sus2,Bbmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmaj9,Ddim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bb7sus4,Abadd11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emin9,Csus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Emaj7,E11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cminmaj7,Cmaj911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj911s,D7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7sus2,B",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj9,Dsus2",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj7,Dmin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fmaj7,Fsaugmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmin9,Gminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gno3d,A11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cno3d,F7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"Aadd9,D9",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7,Emaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dsdim7,Gsaugmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsmin11,Dsdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13,F9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13,A13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13b9,Amin7",0,0,0,0,0,0,0,0,0,0,0,0,False
"B13b9,E9",0,0,0,0,0,0,0,0,0,0,0,0,False
"A13,Db11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Db11,F7sus4",0,0,0,0,0,0,0,0,0,0,0,0,False
"F7sus4,F11",0,0,0,0,0,0,0,0,0,0,0,0,False
"D7b9,G7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amaj7sus4,Dno3d",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csus2,Eminadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"C9,Caug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Aaug",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cmaj7,Dbmajs9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dbmajs9,Cmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Abmaj7,Dmajs911s",0,0,0,0,0,0,0,0,0,0,0,0,False
"Dmajs911s,Dmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"A7sus4,Fdim7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csno3d,Asminmaj7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Bminadd13,Eadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gbmaj7,Ab9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Gmin7,E9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Amin9,D13b9",0,0,0,0,0,0,0,0,0,0,0,0,False
"D13b9,Gadd9",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmin11,Cs13b",0,0,0,0,0,0,0,0,0,0,0,0,False
"Cs13b,A7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fdim,B11",0,0,0,0,0,0,0,0,0,0,0,0,False
"B11,A7",0,0,0,0,0,0,0,0,0,0,0,0,False
"Csmajs9,Fsaugmaj11",0,0,0,0,0,0,0,0,0,0,0,0,False
"Fsaugmaj11,Dmaj9",0,0,0,0,0,0,0,0,0,0,0,0,False
